  575637.500 4210036.218    1526.600 43 1 2F01                                               LM   TIME        futai                   meters              ms    
  575637.500 4209794.616    1588.000 43 1 2F01                                               LM   TIME        futai                   meters              ms    
  575637.500 4209473.507    1710.400 43 1 2F01                                               LM   TIME        futai                   meters              ms    
  575637.500 4209140.161    1886.800 43 1 2F01                                               LM   TIME        futai                   meters              ms    
  575637.500 4208823.810    2041.000 43 1 2F01                                               LM   TIME        futai                   meters              ms    
  575637.500 4208544.491    2163.600 43 1 2F01                                               LM   TIME        futai                   meters              ms    
  575637.500 4208244.449    2276.400 43 1 2F01                                               LM   TIME        futai                   meters              ms    
  575637.500 4207982.123    2403.800 43 1 2F01                                               LM   TIME        futai                   meters              ms    
  575637.500 4207698.730    2543.400 43 1 2F01                                               LM   TIME        futai                   meters              ms    
  575637.500 4207423.828    2678.000 43 1 2F01                                               LM   TIME        futai                   meters              ms    
  575637.500 4207111.212    2822.600 43 1 2F01                                               LM   TIME        futai                   meters              ms    
  575637.500 4206932.141    2893.600 43 1 2F01                                               LM   TIME        futai                   meters              ms    
  575637.500 4206803.015    2937.800 43 1 2F01                                               LM   TIME        futai                   meters              ms    
  575637.500 4206486.322    3052.800 43 1 2F01                                               LM   TIME        futai                   meters              ms    
  575637.500 4206111.181    3185.200 43 1 2F01                                               LM   TIME        futai                   meters              ms    
  575637.500 4205698.663    3300.200 43 1 2F01                                               LM   TIME        futai                   meters              ms    
  575637.500 4205344.592    3395.800 43 1 2F01                                               LM   TIME        futai                   meters              ms    
  575637.500 4204927.997    3525.600 43 1 2F01                                               LM   TIME        futai                   meters              ms    
  575637.500 4204511.059    3665.200 43 1 2F01                                               LM   TIME        futai                   meters              ms    
  575637.500 4204111.114    3780.400 43 1 3F01                                               LM   TIME        futai                   meters              ms    
  575387.500 4211219.403    1115.200 43 1 1F01                                               LM   TIME        futai                   meters              ms    
  575387.500 4210919.357    1208.200 43 1 2F01                                               LM   TIME        futai                   meters              ms    
  575387.500 4210602.664    1308.600 43 1 2F01                                               LM   TIME        futai                   meters              ms    
  575387.500 4210261.163    1394.400 43 1 2F01                                               LM   TIME        futai                   meters              ms    
  575387.500 4209806.851    1521.800 43 1 2F01                                               LM   TIME        futai                   meters              ms    
  575387.500 4209444.623    1651.600 43 1 2F01                                               LM   TIME        futai                   meters              ms    
  575387.500 4209152.734    1761.800 43 1 2F01                                               LM   TIME        futai                   meters              ms    
  575387.500 4208811.236    1933.400 43 1 2F01                                               LM   TIME        futai                   meters              ms    
  575387.500 4208507.113    2097.400 43 1 2F01                                               LM   TIME        futai                   meters              ms    
  575387.500 4208269.592    2212.600 43 1 2F01                                               LM   TIME        futai                   meters              ms    
  575387.500 4207919.598    2379.200 43 1 2F01                                               LM   TIME        futai                   meters              ms    
  575387.500 4207461.206    2607.000 43 1 2F01                                               LM   TIME        futai                   meters              ms    
  575387.500 4207115.292    2744.200 43 1 2F01                                               LM   TIME        futai                   meters              ms    
  575387.500 4206798.596    2864.200 43 1 2F01                                               LM   TIME        futai                   meters              ms    
  575387.500 4206457.098    2999.000 43 1 2F01                                               LM   TIME        futai                   meters              ms    
